,Age,Gender,Tenure,Service_Internet,Service_Phone,Service_TV,Contract,PaymentMethod,MonthlyCharges,TotalCharges,StreamingMovies,StreamingMusic,OnlineSecurity,TechSupport,Churn
355,62.0,0,18,1,1,1,2,1,36.45,644.94,1,0,1,0,0
356,68.0,1,64,1,0,0,1,0,50.95,3258.17,0,1,0,1,0
357,44.0,0,35,1,1,1,2,1,48.23,1680.39,0,1,0,0,0
358,44.0,0,62,1,1,0,0,2,113.74,7050.68,0,0,1,0,0
359,44.0,1,1,1,1,1,0,0,40.48,35.56,0,0,0,0,0
360,51.0,1,25,1,1,0,1,2,36.65,920.44,1,1,0,0,0
361,38.0,1,45,0,0,1,1,3,38.18,1718.59,1,0,0,0,0
362,47.0,1,49,1,0,1,2,2,92.99,4560.98,0,1,0,0,0
363,50.0,0,16,0,1,1,0,3,108.8,1745.22,0,1,1,1,0
364,45.0,1,19,1,1,1,0,2,59.34,1125.66,1,0,0,1,0
365,64.0,1,23,1,1,1,1,0,33.61,771.85,0,0,0,0,0
366,50.0,1,25,1,0,1,2,2,78.57,1969.27,1,1,0,1,0
367,22.0,0,16,0,0,1,0,1,40.99,680.3,1,1,1,0,0
368,65.0,1,54,1,1,1,0,0,26.42,1416.79,1,1,1,0,0
369,36.0,1,1,0,1,1,0,2,108.62,109.04,1,0,1,1,1
370,21.0,0,42,1,1,1,0,2,107.08,4485.4,1,0,0,1,0
371,52.0,0,19,0,1,1,0,1,117.59,2234.0,1,1,0,0,0
372,44.0,1,34,1,1,0,0,2,67.4,2284.86,1,1,0,1,0
373,34.0,1,55,1,1,1,2,3,49.4,2715.8,1,0,1,0,0
374,61.0,1,18,1,1,1,0,0,96.98,1747.19,1,0,1,1,0
375,45.0,1,34,1,0,1,0,2,38.05,1288.81,0,0,1,0,0
376,47.0,1,45,0,0,0,1,2,44.33,1977.01,1,1,0,1,0
377,46.0,0,6,0,1,1,2,3,45.57,287.68,1,0,0,1,0
378,44.0,0,21,1,1,0,2,2,115.16,2426.75,1,1,1,1,0
379,23.0,1,70,1,0,1,0,2,69.59,6507.29,1,1,0,1,0
380,52.0,1,48,0,1,1,2,2,33.37,1592.81,1,1,1,0,0
381,58.0,0,39,1,1,0,0,2,29.28,1142.77,1,0,0,0,0
382,54.0,1,31,1,1,1,1,2,104.28,3236.29,0,0,0,1,0
383,41.0,1,10,0,1,1,1,1,100.23,1010.0,0,0,1,1,1
384,46.0,1,30,0,1,0,0,3,87.1,2621.62,0,0,1,0,0
385,66.0,1,18,0,1,0,0,0,39.61,723.49,0,1,1,0,0
386,63.0,1,60,1,1,0,0,2,68.03,4064.39,1,1,1,0,0
387,48.0,0,15,1,1,0,2,2,80.27,1201.0,1,0,0,1,0
388,52.0,1,4,1,1,0,0,1,113.21,462.77,0,0,0,0,1
389,50.0,1,63,1,1,0,1,0,36.94,2317.98,1,0,0,0,0
390,69.0,1,40,0,0,1,0,2,71.54,2873.79,1,1,0,1,0
391,38.0,0,9,1,1,0,0,3,35.78,340.12,1,1,1,0,0
392,49.0,0,9,1,1,0,2,3,64.38,591.33,0,1,1,0,0
393,44.0,0,26,0,1,1,1,1,40.01,1046.88,0,0,0,0,0
394,50.0,0,4,1,1,1,2,2,103.62,410.0,0,0,0,0,1
395,20.0,1,16,1,1,1,0,3,45.47,730.34,1,1,0,0,0
396,35.0,0,15,1,0,0,0,0,61.71,912.19,1,1,0,1,0
397,44.0,1,52,1,1,1,0,1,60.78,3152.75,0,1,0,1,0
398,59.0,1,69,0,1,0,0,1,106.63,7350.36,0,1,1,0,0
399,48.0,0,5,0,0,1,0,2,95.78,479.52,1,0,0,0,1
400,20.0,0,20,1,1,0,1,0,25.76,511.28,0,0,0,0,0
401,57.0,0,18,0,1,1,0,0,26.71,483.4,0,0,0,0,0
402,63.0,0,2,1,1,0,0,0,75.12,159.02,0,1,0,0,1
403,44.0,0,13,1,1,0,0,2,62.77,808.91,0,0,1,0,0
404,67.0,1,4,1,0,0,0,1,47.56,191.73,1,0,1,0,0
405,49.0,0,42,1,1,0,1,2,99.26,4164.76,0,1,0,0,0
406,64.0,0,61,1,1,0,0,2,32.86,2006.36,0,0,0,0,0
407,39.0,0,8,1,0,1,0,0,117.41,946.14,0,0,0,0,1
408,40.0,1,67,1,1,1,0,2,22.41,1510.68,0,1,0,0,0
409,44.0,0,63,0,1,0,2,2,31.82,2011.36,0,0,0,1,0
410,44.0,1,9,0,1,1,2,3,51.13,464.31,0,0,1,1,0
411,59.0,0,11,1,1,1,1,1,70.91,765.81,1,0,1,0,1
412,19.0,0,42,0,0,1,0,2,41.61,1736.81,0,1,1,1,0
413,44.0,1,13,0,0,1,0,0,93.62,1208.82,0,1,1,1,0
414,44.0,0,36,0,1,1,1,2,55.75,2010.59,1,1,0,0,0
415,57.0,1,13,1,1,0,2,2,23.85,297.14,1,0,1,1,0
416,50.0,1,12,1,1,1,2,2,107.77,1296.62,0,1,1,0,0
417,26.0,1,37,0,1,1,2,2,114.39,4235.07,1,0,1,1,0
418,60.0,0,52,1,1,1,0,1,81.86,4237.36,0,0,1,1,0
419,65.0,0,71,1,1,0,2,1,100.65,7135.27,1,1,0,0,0
420,56.0,0,2,0,0,0,1,0,32.11,74.66,0,0,1,0,0
421,46.0,1,56,1,0,0,2,2,46.88,2632.25,1,1,0,1,0
422,59.0,0,60,1,1,1,0,3,52.52,3142.7,1,1,1,0,0
423,43.0,1,23,1,1,0,0,2,116.08,2659.49,1,1,0,0,0
424,52.0,0,40,1,1,0,0,2,71.22,2824.3,0,0,0,0,0
425,44.0,1,64,0,0,0,0,3,20.74,1342.07,1,0,0,0,0
426,42.0,1,23,1,0,0,0,0,58.02,1334.87,1,1,0,1,0
427,41.0,1,29,0,0,1,2,2,20.78,621.46,0,0,1,0,0
428,30.0,0,51,1,1,1,0,2,43.78,2230.86,1,0,1,1,0
429,24.0,1,69,1,1,1,0,1,65.47,4520.26,0,1,1,1,0
430,53.0,1,31,1,1,1,0,3,52.34,1631.45,0,1,1,0,0
431,62.0,1,50,0,1,0,0,1,23.27,1179.89,0,1,1,0,0
432,37.0,1,20,1,1,0,2,1,31.63,637.61,1,0,1,0,0
433,18.0,1,55,1,1,0,0,3,75.09,4129.97,0,0,0,1,0
434,25.0,1,2,1,1,1,0,2,89.56,179.4,1,1,0,0,1
435,63.0,0,25,1,1,1,2,0,60.45,1500.79,0,1,1,0,0
436,33.0,0,13,1,1,1,2,2,93.15,1207.13,0,1,1,0,0
437,31.0,1,70,1,1,1,0,2,36.33,2543.61,1,1,0,1,0
438,29.0,0,67,1,1,1,1,0,32.21,2171.89,1,0,0,0,0
439,68.0,0,58,1,1,0,1,3,103.95,6024.8,1,1,1,1,0
440,40.0,1,64,1,1,1,1,2,53.92,3461.51,1,0,1,0,0
441,32.0,1,69,1,1,0,0,0,63.22,4361.36,0,0,0,0,0
442,45.0,1,59,0,1,1,2,0,114.76,6783.28,0,1,1,1,0
443,51.0,0,60,1,0,0,0,2,62.41,3751.37,1,1,0,1,0
444,19.0,1,62,1,1,1,0,2,20.35,1267.79,0,1,1,1,0
445,49.0,0,16,0,1,1,0,2,113.8,1830.59,0,1,1,0,0
446,40.0,1,68,1,1,0,0,2,21.41,1464.21,0,0,0,1,0
447,39.0,0,15,1,0,0,2,0,86.23,1304.09,1,0,0,0,0
448,68.0,1,55,1,1,1,0,0,52.29,2897.27,0,1,0,1,0
449,42.0,1,35,1,1,1,0,0,67.04,2362.57,0,1,1,1,0
450,39.0,0,55,0,1,1,0,2,74.73,4114.81,0,1,1,0,0
451,39.0,0,14,0,0,0,0,2,60.85,847.48,1,1,0,0,0
452,66.0,0,49,1,0,0,2,2,97.44,4778.22,1,0,1,0,0
453,69.0,0,7,0,1,1,0,2,113.07,772.23,0,1,0,1,1
454,59.0,0,30,0,0,1,1,2,28.64,867.49,0,0,0,1,0
455,44.0,0,49,1,0,0,1,3,100.03,4890.87,0,0,1,0,0
456,32.0,1,16,1,1,1,1,2,32.87,537.14,1,1,1,0,0
457,60.0,0,51,1,1,0,1,0,28.03,1449.33,0,0,0,0,0
458,54.0,1,42,1,1,1,0,0,115.58,4839.85,1,0,0,1,0
459,50.0,1,17,0,0,1,2,3,68.93,1171.31,1,1,0,1,0
460,25.0,0,63,0,1,1,1,2,35.26,2210.74,0,1,1,0,0
461,61.0,1,45,1,0,1,1,1,77.0,3447.72,1,1,0,0,0
462,61.0,0,7,1,1,1,2,1,46.32,323.18,1,0,1,0,0
463,22.0,0,27,0,1,0,2,2,66.43,1799.96,0,1,1,0,0
464,56.0,1,10,1,0,0,2,0,82.47,832.24,0,0,0,1,1
465,21.0,1,34,0,1,0,2,1,106.93,3637.16,1,0,0,0,0
466,23.0,0,36,1,1,0,0,2,20.31,714.52,0,0,1,0,0
467,62.0,0,25,0,1,1,0,2,41.41,1036.48,1,1,0,1,0
468,49.0,1,6,0,1,1,0,3,29.63,162.85,1,0,0,0,0
469,69.0,1,24,0,1,0,0,2,29.71,698.77,1,1,1,0,0
470,47.0,1,18,1,1,1,2,3,114.58,2052.47,1,1,0,1,0
471,64.0,1,6,1,1,1,1,1,113.61,692.16,0,0,0,0,1
472,44.0,0,29,1,0,1,1,2,94.93,2758.42,1,1,0,0,0
473,57.0,0,25,1,0,1,2,2,84.31,2110.98,0,0,0,0,0
474,69.0,0,55,1,1,1,0,3,104.8,5755.37,0,1,0,0,0
475,33.0,0,46,0,0,0,1,0,25.84,1184.76,0,0,0,0,0
476,30.0,1,24,1,1,0,0,2,31.95,753.1,1,0,1,0,0
477,67.0,1,26,1,1,0,0,2,51.71,1358.1,0,0,1,0,0
478,59.0,0,28,1,1,0,0,1,103.25,2912.97,0,1,0,0,0
479,47.0,0,3,0,0,0,2,3,67.22,207.23,1,1,0,1,0
480,36.0,0,38,1,0,1,0,2,70.36,2681.0,1,0,1,0,0
481,34.0,0,61,0,1,1,2,2,42.93,2617.14,1,0,1,1,0
482,36.0,0,51,1,1,0,0,3,84.84,4310.65,0,1,0,1,0
483,45.0,0,48,0,1,1,0,3,108.78,5213.0,0,1,1,1,0
484,44.0,0,21,1,1,1,0,2,52.95,1107.3,1,1,0,0,0
485,54.0,0,54,1,1,1,0,0,81.92,4419.83,0,1,1,1,0
486,43.0,0,56,1,1,1,2,2,53.19,2972.49,1,1,0,0,0
487,44.0,1,59,1,0,1,0,2,99.27,5857.41,0,0,1,0,0
488,26.0,0,51,1,1,1,2,3,67.5,3434.0,1,1,0,0,0
489,29.0,1,20,1,0,1,2,2,53.95,1100.68,0,1,0,1,0
490,18.0,1,59,1,1,0,2,1,62.0,3644.35,1,0,0,0,0
491,18.0,0,71,1,1,1,0,2,29.12,2076.39,1,1,1,1,0
492,64.0,0,9,1,0,0,2,0,106.61,956.87,0,0,1,1,1
493,51.0,1,1,0,0,1,0,2,115.81,120.44,1,0,1,0,1
494,49.0,1,29,1,1,1,0,2,67.74,2132.26,0,0,0,1,0
495,65.0,0,63,1,1,1,0,0,42.13,2655.76,0,0,0,0,0
496,42.0,1,56,1,0,1,2,2,86.47,4830.99,1,0,1,0,0
497,57.0,0,68,1,1,0,0,0,65.24,4433.0,0,1,0,1,0
498,62.0,0,35,1,1,0,0,3,45.23,1584.74,1,0,0,0,0
499,18.0,0,3,0,1,0,0,3,23.84,72.58,1,0,0,1,0
500,33.0,1,7,0,0,0,0,0,108.97,752.56,1,1,1,1,1
501,56.0,1,27,0,0,1,0,0,99.67,2704.0,0,1,0,0,0
502,22.0,0,1,1,0,1,2,0,102.9,77.96,1,0,0,1,1
503,39.0,1,71,1,1,1,0,0,63.98,4540.08,0,0,0,0,0
504,46.0,1,44,1,1,1,2,1,95.33,4185.31,0,1,1,1,0
505,20.0,1,41,1,1,1,1,2,78.12,3204.74,1,0,0,0,0
506,44.0,1,42,0,0,1,2,3,57.48,2424.33,0,0,1,0,0
507,43.0,1,33,1,1,1,0,2,104.27,3426.84,0,0,0,0,0
508,33.0,1,50,1,1,1,1,2,119.88,6017.54,1,0,0,0,0
509,68.0,1,63,1,1,1,0,3,109.93,6927.61,1,1,0,0,0
510,54.0,0,37,1,1,0,0,1,97.62,3615.76,1,0,0,0,0
511,39.0,1,59,1,0,0,2,3,94.75,5575.85,0,0,1,1,0
512,46.0,1,48,1,1,0,1,0,85.02,4080.49,0,0,0,0,0
513,31.0,1,5,1,0,0,2,2,105.36,536.52,1,0,0,0,1
514,45.0,1,48,0,1,1,1,3,69.31,3328.98,1,1,0,0,0
515,22.0,1,3,0,0,1,0,1,38.17,115.91,0,1,1,0,0
516,64.0,1,47,1,0,1,1,2,96.8,4549.08,1,1,0,0,0
517,66.0,1,62,1,1,0,0,2,111.95,6927.12,0,0,0,0,0
518,47.0,1,14,1,0,0,0,3,54.14,744.12,1,0,0,0,0
519,63.0,0,63,1,1,1,1,0,98.3,6204.59,0,1,0,0,0
520,69.0,1,61,1,0,1,2,3,47.37,2898.39,0,0,1,0,0
521,22.0,1,31,0,0,0,0,3,114.26,3552.36,1,0,1,1,0
522,29.0,1,17,1,0,1,0,0,88.35,1493.72,1,1,0,0,0
523,33.0,1,24,1,1,0,0,2,76.93,1844.74,1,1,0,0,0
524,43.0,0,23,0,1,1,0,0,97.99,2266.09,1,1,1,0,0
525,43.0,0,50,1,1,1,2,2,101.32,5053.71,1,0,0,0,0
526,65.0,0,70,1,1,0,2,2,109.24,2132.26,0,0,0,0,0
527,44.0,0,27,1,0,0,1,2,110.11,2967.1,1,1,0,1,0
528,56.0,0,15,1,0,0,2,1,25.27,370.5,1,1,1,1,0
529,53.0,0,50,1,0,1,0,0,32.29,1614.18,0,0,0,1,0
530,50.0,0,36,1,1,1,0,2,102.61,3682.79,0,0,0,1,0
531,47.0,0,8,1,0,0,0,2,114.61,897.91,1,0,0,0,1
532,54.0,0,3,1,0,1,2,2,50.77,153.07,0,1,0,0,0
533,40.0,0,62,0,0,1,1,2,20.86,1298.66,0,1,0,1,0
534,27.0,0,47,1,1,0,1,1,52.27,2468.84,0,0,1,1,0
535,22.0,0,61,0,1,1,0,1,58.29,3561.76,1,1,1,1,0
536,53.0,0,32,0,1,1,0,1,96.1,3094.85,1,1,1,1,0
537,51.0,0,13,1,1,0,2,2,24.76,335.49,0,0,1,0,0
538,69.0,0,1,0,1,0,0,3,41.26,48.64,0,0,0,1,0
539,48.0,0,34,1,0,1,1,0,109.4,3724.29,0,0,0,1,0
540,27.0,1,62,0,1,1,0,0,35.48,2212.06,1,0,0,0,0
541,36.0,0,71,1,1,0,0,0,95.92,6788.19,0,1,1,1,0
542,49.0,1,31,0,1,0,1,0,56.13,1735.23,0,1,1,0,0
543,18.0,0,64,0,0,0,0,2,86.27,5502.7,1,1,0,0,0
544,22.0,0,25,0,0,1,1,2,27.38,691.13,1,0,0,1,0
545,62.0,1,38,1,0,1,1,2,48.66,1841.65,0,1,1,0,0
546,21.0,0,14,1,1,0,0,2,62.48,904.92,0,0,0,0,0
547,33.0,1,8,0,1,0,1,2,105.72,840.58,1,1,1,1,1
548,41.0,1,54,1,0,0,0,2,76.35,4123.96,0,0,1,1,0
549,33.0,1,2,1,1,1,0,2,24.52,45.02,0,0,1,0,0
550,19.0,0,56,1,1,1,1,0,100.19,5605.75,0,0,0,0,0
551,66.0,0,61,1,1,1,0,1,25.45,1539.98,0,1,1,0,0
552,45.0,0,22,1,1,0,0,1,113.44,2482.88,0,0,1,1,0
553,49.0,1,35,0,0,0,2,2,41.17,1419.16,1,1,1,1,0
554,44.0,1,16,1,1,1,0,2,68.79,1106.09,1,0,1,0,0
555,37.0,0,50,1,1,1,2,2,27.23,1357.25,0,0,0,0,0
556,41.0,0,43,1,1,1,2,1,76.17,3294.65,1,1,1,0,0
557,29.0,0,17,0,1,1,0,3,69.72,1172.8,0,0,0,1,0
558,67.0,0,58,0,1,0,0,2,61.02,3553.92,0,0,1,0,0
559,52.0,0,2,1,1,0,0,1,23.56,62.84,1,0,1,0,0
560,50.0,1,4,1,1,1,0,2,107.89,444.33,0,0,1,0,1
561,50.0,1,39,1,1,1,2,1,100.26,3912.49,0,1,1,1,0
562,68.0,1,6,1,1,0,1,2,83.3,496.42,1,1,1,0,1
563,60.0,0,69,0,1,1,0,2,77.22,5340.94,1,1,1,0,0
564,54.0,1,69,1,1,1,1,2,89.49,6166.9,0,0,0,1,0
565,29.0,1,20,1,1,0,2,1,34.4,690.71,1,1,0,0,0
566,20.0,1,64,1,0,0,0,1,113.26,7248.2,0,0,0,0,0
567,18.0,1,16,0,1,0,1,3,48.47,766.61,1,0,1,1,0
568,50.0,1,51,1,1,1,1,2,85.65,4370.93,1,0,0,0,0
569,57.0,0,37,1,1,1,0,3,80.68,2992.58,1,1,1,1,0
570,27.0,1,69,0,0,1,0,1,83.66,5763.23,0,1,0,0,0
571,60.0,0,42,1,1,1,1,0,107.9,4536.4,1,1,0,0,0
572,61.0,0,57,1,1,0,0,0,49.59,2804.34,1,1,0,0,0
573,46.0,0,66,0,0,1,0,3,94.89,6252.25,0,1,1,0,0
574,30.0,0,9,1,0,0,1,3,79.84,713.99,1,1,1,0,1
575,29.0,0,64,1,0,1,1,3,27.61,1770.61,1,0,1,0,0
576,48.0,1,22,1,1,1,0,0,61.42,1359.93,1,1,1,0,0
577,63.0,1,34,1,1,0,0,1,103.8,3530.03,1,1,1,1,0
578,19.0,0,55,1,1,1,0,3,51.53,2839.82,0,1,1,1,0
579,68.0,0,29,0,0,1,0,2,68.23,1977.06,1,1,1,0,0
580,67.0,0,38,1,1,1,0,2,68.86,2620.73,1,1,0,1,0
581,52.0,1,18,1,1,1,0,2,81.8,1475.92,0,1,0,0,0
582,40.0,0,71,1,0,1,0,1,108.4,2132.26,0,0,0,0,0
583,34.0,1,65,1,0,1,0,2,37.35,2424.2,0,1,1,1,0
584,43.0,0,1,0,0,0,0,1,70.46,76.46,0,0,1,1,1
585,25.0,1,4,1,0,0,0,0,62.43,267.84,0,1,0,0,0
586,46.0,0,4,1,0,1,0,0,49.59,210.43,0,0,0,0,0
587,43.0,1,27,0,1,1,0,1,111.96,3011.63,0,0,1,1,0
588,44.0,0,43,1,0,0,2,0,20.82,884.0,0,0,0,0,0
589,43.0,1,59,1,0,1,0,1,32.21,1895.03,0,0,1,0,0
590,51.0,1,32,1,1,0,1,2,69.59,2987.55,1,1,1,0,0
591,68.0,1,33,0,1,0,2,0,46.34,1529.7,0,1,0,0,0
592,58.0,1,28,1,0,1,0,0,92.32,2597.36,0,1,1,1,0
593,24.0,1,55,0,1,0,2,2,103.23,5690.6,0,1,0,0,0
594,21.0,1,60,0,0,0,0,0,45.46,2727.66,1,1,1,1,0
595,67.0,1,70,1,1,0,0,0,39.19,2741.02,1,0,1,1,0
596,62.0,0,62,0,1,1,0,1,34.53,2146.03,1,1,0,1,0
597,28.0,0,34,0,1,1,0,2,40.01,1370.97,0,1,1,1,0
598,44.0,0,56,0,1,0,0,0,46.72,2621.84,1,1,0,0,0
599,53.0,0,13,0,1,1,0,2,106.87,1384.99,1,0,1,1,0
600,42.0,0,56,0,1,0,1,0,97.0,5425.88,1,0,0,0,0
601,38.0,1,18,1,1,1,2,3,20.18,352.13,1,0,1,0,0
602,53.0,1,54,0,1,1,0,3,107.41,5802.07,0,1,0,0,0
603,27.0,1,43,0,1,0,0,3,27.88,1205.07,0,1,0,0,0
604,54.0,1,39,0,1,0,0,2,85.53,3343.02,1,0,1,0,0
605,26.0,1,61,1,0,0,0,2,35.15,2155.67,0,1,1,1,0
606,41.0,0,42,1,1,0,1,2,26.23,1116.46,1,0,0,0,0
607,52.0,0,18,1,1,1,0,0,95.98,1713.89,1,1,0,1,0
608,66.0,0,23,1,1,1,0,1,66.72,1538.61,0,1,0,0,0
609,52.0,0,54,1,1,0,1,2,79.91,4319.53,0,0,0,1,0
610,65.0,1,30,1,1,1,2,2,62.54,1875.46,0,0,0,0,0
611,53.0,1,58,0,1,0,0,3,26.72,1541.48,1,0,1,1,0
612,35.0,1,68,1,0,1,0,0,93.96,6403.73,0,1,0,1,0
613,66.0,0,67,1,0,1,0,2,102.04,6830.79,1,0,0,0,0
614,56.0,1,71,1,0,1,0,2,24.14,1692.01,1,1,0,0,0
615,49.0,0,18,0,1,1,0,2,57.57,1036.46,1,1,1,1,0
616,41.0,1,7,1,1,0,0,2,75.73,527.73,0,1,0,0,1
617,40.0,1,40,0,1,0,2,2,80.52,3239.38,1,0,0,1,0
618,49.0,0,70,0,0,0,0,2,77.82,5452.3,1,0,0,0,0
619,54.0,1,65,1,0,1,0,0,89.29,5800.8,0,1,0,0,0
620,29.0,1,68,1,1,1,0,0,116.68,2132.26,1,0,0,1,0
621,66.0,0,49,1,1,1,0,2,59.06,2891.86,1,1,0,0,0
622,30.0,1,52,1,1,1,1,0,75.66,3956.49,1,1,0,1,0
623,40.0,0,29,0,0,1,0,3,89.91,2614.14,1,0,1,1,0
624,42.0,1,21,0,0,1,0,1,79.24,1649.97,0,0,0,0,0
625,52.0,1,9,0,1,1,0,2,58.68,525.68,0,0,0,0,0
626,58.0,1,47,1,0,1,0,0,82.41,3873.03,1,0,1,0,0
627,47.0,1,42,0,1,1,0,0,85.01,3559.34,1,1,0,1,0
628,34.0,1,51,0,0,1,0,2,78.5,3985.67,0,0,1,0,0
629,66.0,1,56,1,0,1,0,1,40.51,2274.52,0,0,1,0,0
630,37.0,1,51,0,0,1,0,3,70.6,3592.55,0,1,0,0,0
631,65.0,1,70,1,1,0,0,2,108.44,2132.26,1,0,0,1,0
632,42.0,0,20,1,1,1,1,2,106.86,2137.28,1,0,0,0,0
633,39.0,0,27,1,1,0,1,2,95.08,2562.42,0,1,0,0,0
634,30.0,1,38,1,1,1,1,3,89.72,3385.19,0,0,1,0,0
635,36.0,1,65,1,0,0,2,2,35.33,2308.67,1,1,1,1,0
636,66.0,0,54,0,1,1,0,3,65.95,3564.24,1,0,0,0,0
637,53.0,1,24,1,1,0,2,2,31.1,741.92,1,1,0,0,0
638,29.0,1,47,1,0,1,0,0,101.73,4772.41,1,0,1,0,0
639,58.0,0,71,0,1,0,0,3,69.59,3502.09,0,0,0,0,0
640,36.0,1,63,0,1,1,0,2,96.69,6080.83,0,1,0,1,0
641,44.0,1,57,1,1,1,0,0,101.46,5779.53,1,1,0,1,0
642,26.0,0,55,1,1,0,2,3,109.25,6014.45,1,0,0,0,0
643,24.0,1,60,1,1,1,0,2,95.38,5737.31,0,0,1,1,0
644,45.0,1,62,1,0,0,0,2,76.47,4738.98,1,0,1,0,0
645,31.0,0,30,0,1,1,0,2,79.82,2387.25,0,1,0,0,0
646,48.0,1,22,1,0,1,0,2,52.06,2132.26,0,1,0,1,0
647,69.0,0,29,1,1,0,0,2,37.7,1102.34,0,0,1,0,0
648,36.0,1,41,0,1,1,0,3,33.06,1366.75,0,0,0,0,0
649,44.0,1,42,1,1,1,0,2,38.2,1590.65,0,1,0,0,0
650,33.0,0,65,1,1,0,2,2,113.4,7372.15,0,0,1,0,0
651,22.0,0,31,1,1,0,0,2,36.44,1115.3,1,1,0,1,0
652,52.0,1,30,0,1,0,0,2,92.37,2779.94,0,1,1,0,0
653,29.0,0,18,1,1,1,1,2,38.46,696.5,1,0,1,0,0
654,42.0,0,17,1,1,1,2,3,117.53,1988.8,1,1,0,0,0
655,69.0,1,38,1,1,1,0,2,56.66,2168.42,1,1,1,1,0
656,38.0,1,14,1,1,1,0,1,61.21,860.29,0,0,1,1,0
657,53.0,1,56,0,0,0,2,2,60.45,3387.45,1,1,0,0,0
658,40.0,0,22,1,0,1,0,3,101.65,2234.51,0,0,0,1,0
659,33.0,0,67,1,1,1,0,0,41.83,2802.53,0,0,0,0,0
660,56.0,0,56,0,1,1,0,3,103.1,5769.79,1,0,1,1,0
661,62.0,0,19,1,0,0,2,0,85.71,1621.08,0,1,1,1,0
662,59.0,1,57,1,1,0,2,0,42.03,2408.0,0,1,0,1,0
663,56.0,0,44,1,0,0,2,3,26.54,1162.83,0,0,1,1,0
664,31.0,1,35,0,1,1,0,3,97.5,3407.24,1,1,0,0,0
665,48.0,0,1,1,0,0,0,1,41.9,40.61,0,0,0,0,0
666,22.0,1,52,1,1,0,0,0,108.91,5677.57,0,0,0,1,0
667,52.0,1,70,1,0,1,2,1,69.59,2319.91,1,1,1,1,0
668,40.0,1,37,1,1,1,2,2,81.64,3016.73,1,0,1,1,0
669,46.0,0,65,1,1,1,0,3,89.22,5811.57,1,0,0,1,0
670,60.0,1,51,0,1,1,1,1,85.77,4375.35,0,1,0,0,0
671,28.0,1,1,1,1,0,0,2,51.6,43.17,1,1,0,0,0
672,35.0,0,21,1,0,1,0,1,107.55,2253.79,1,0,0,0,0
673,64.0,1,53,1,1,1,1,2,96.98,5153.67,0,1,0,0,0
674,29.0,0,16,0,0,0,0,1,71.02,1157.15,1,1,1,0,0
675,26.0,0,61,1,1,0,0,3,80.33,4903.33,0,1,1,0,0
676,27.0,1,54,1,0,0,0,2,76.64,4132.89,1,1,1,0,0
677,61.0,1,40,1,1,1,2,1,114.67,4585.55,0,0,0,0,0
678,34.0,0,26,0,0,1,2,2,109.64,2843.02,1,0,0,0,0
679,55.0,1,65,0,0,1,2,2,43.55,2824.58,0,0,0,1,0
680,24.0,0,64,1,1,1,1,2,46.28,2954.77,0,0,0,0,0
681,63.0,0,43,0,0,1,0,0,118.14,5079.23,0,0,0,0,0
682,30.0,0,17,1,0,1,0,1,43.66,743.43,0,1,0,0,0
683,57.0,1,59,0,1,1,2,2,115.35,6804.17,1,1,0,1,0
684,59.0,0,23,1,1,1,0,3,84.98,1952.33,1,0,1,0,0
685,26.0,1,7,1,1,1,1,2,25.01,182.67,1,1,1,0,0
686,67.0,1,44,1,0,0,1,0,53.57,2354.79,0,0,0,1,0
687,44.0,1,53,1,1,0,2,2,67.62,3582.21,0,1,0,0,0
688,19.0,1,71,1,1,1,0,2,103.31,7333.24,1,0,1,0,0
689,22.0,0,34,0,1,1,0,2,52.86,1812.67,0,0,0,1,0
690,46.0,1,46,0,1,1,1,3,51.06,2343.85,0,1,0,0,0
691,54.0,0,68,1,0,1,2,1,112.03,2132.26,1,1,0,1,0
692,55.0,0,16,1,0,1,1,3,27.9,438.92,0,1,0,0,0
693,36.0,1,71,1,1,0,0,2,75.15,5339.15,1,1,0,0,0
694,25.0,0,19,1,1,0,0,3,70.42,1343.44,0,1,1,0,0
695,65.0,0,2,1,0,0,1,0,25.73,62.3,1,0,1,0,0
696,62.0,1,10,1,1,0,1,2,28.78,283.96,1,1,0,0,0
697,18.0,0,50,0,1,0,1,2,58.2,2898.86,1,1,0,0,0
698,39.0,0,12,1,1,1,0,2,33.42,393.2,0,1,0,1,0
699,69.0,0,70,1,1,0,2,0,67.81,4756.35,0,0,0,0,0
700,34.0,0,22,1,1,1,0,3,80.89,1800.4,1,1,1,1,0
701,24.0,1,32,1,0,0,1,3,89.14,2860.82,0,0,0,1,0
702,42.0,0,1,1,1,1,0,2,74.65,62.03,0,0,0,0,1
703,62.0,0,54,1,0,1,0,2,57.97,3138.39,0,1,1,0,0
704,21.0,0,58,1,1,0,2,1,32.98,1903.4,1,1,1,0,0
705,53.0,0,70,0,1,1,0,2,44.75,3129.01,1,0,0,1,0
706,23.0,1,18,0,0,1,0,1,61.94,1116.79,0,1,1,1,0
707,48.0,0,6,1,1,1,0,3,112.41,678.01,1,1,1,0,1
708,36.0,1,45,1,1,1,1,2,40.26,1812.35,1,0,0,1,0
709,61.0,0,23,1,1,0,0,3,61.33,1404.58,1,1,1,1,0
710,56.0,1,23,0,1,0,0,1,93.23,2154.89,1,1,0,0,0
711,44.0,1,26,0,0,1,2,3,90.52,2348.24,1,0,1,0,0
712,27.0,1,7,1,1,1,0,1,116.56,828.47,0,1,0,1,1
